run_id,product_id,material_type,engine,time_of_day_label,temperature_label,repetition_id,trap_flag,output_path,status,started_at,completed_at,model,prompt_tokens,completion_tokens,total_tokens,finish_reason
f6a01b14df4f3b1385e1eb8680b1466b97e51a76,smartphone_mid,organic_social_posts.j2,mistral,morning,0.6,3,False,outputs/f6a01b14df4f3b1385e1eb8680b1466b97e51a76.txt,completed,,,,0,0,0,
ed704e9cc20e4ab5598ffd037b72e9a1b95bd67a,smartphone_mid,organic_social_posts.j2,openai,morning,1.0,1,False,outputs/ed704e9cc20e4ab5598ffd037b72e9a1b95bd67a.txt,completed,,,,0,0,0,
84c48aa29ae51d004749dff9dc107782ac51fac9,smartphone_mid,organic_social_posts.j2,google,morning,1.0,1,False,outputs/84c48aa29ae51d004749dff9dc107782ac51fac9.txt,completed,,,,0,0,0,
2af99b0b7d925453adc2270944ef0b413e74e7b2,smartphone_mid,organic_social_posts.j2,mistral,morning,1.0,1,False,outputs/2af99b0b7d925453adc2270944ef0b413e74e7b2.txt,completed,,,,0,0,0,
9ce565c72b72360804cefe45071258ecf224b317,smartphone_mid,organic_social_posts.j2,openai,morning,1.0,2,False,outputs/9ce565c72b72360804cefe45071258ecf224b317.txt,completed,,,,0,0,0,
6cfba249518d48b88852b2cbf81f0d3ed12f2e97,smartphone_mid,organic_social_posts.j2,google,morning,1.0,2,False,outputs/6cfba249518d48b88852b2cbf81f0d3ed12f2e97.txt,completed,,,,0,0,0,
b8522278b09b68b978fb3c65509cad90de01dc23,smartphone_mid,organic_social_posts.j2,mistral,morning,1.0,2,False,outputs/b8522278b09b68b978fb3c65509cad90de01dc23.txt,completed,,,,0,0,0,
da56f24d4fcab0d9ec106265994ec2d9ef0cd888,smartphone_mid,organic_social_posts.j2,openai,morning,1.0,3,False,outputs/da56f24d4fcab0d9ec106265994ec2d9ef0cd888.txt,completed,,,,0,0,0,
a4bfe16c7159376b80ba45cc9c2e807a74ecaad7,smartphone_mid,organic_social_posts.j2,google,morning,1.0,3,False,outputs/a4bfe16c7159376b80ba45cc9c2e807a74ecaad7.txt,completed,,,,0,0,0,
b171912a55affdde7779819be5185076207fec82,smartphone_mid,organic_social_posts.j2,mistral,morning,1.0,3,False,outputs/b171912a55affdde7779819be5185076207fec82.txt,completed,,,,0,0,0,
